Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Block,Lot,Supervisor District,City Analysis Neighborhood,Planning Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,SSP Acquisition Date,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Building Permit Number,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2016-070,(5) First Construction Document Issued,555 Larkin (formerly 500 Turk),500,Turk,St,94102,741,2,6,Tenderloin,Downtown/Civic Center,MOHCD,Multifamily Rental Program,,New Construction,Rental,,02/12/2020,12/28/2018,01/31/2020,01/31/2020,01/03/2022,Tenderloin Neighborhood Development Corporation,,"Turk 500 Associates, L.P.",2016-010340PRJ,http://propertymap.sfplanning.org/?search=2016-010340PRJ,,12/28/2018,,201712156628,108,107,1,99,,23,20,50,14,,,11,1,1bd,107,,,,,,27,,22,16,37,,21,11,,,,,,,,,37.7826165,-122.4177483,"(37.782616502, -122.417748284999)"
2016-023,(6) Complete,The Rise Hayes Valley,1699,Market,St,94103,3504,30,6,Mission,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/16/2016,10/11/2017,10/11/2017,10/18/2019,,,,2014.0484,http://propertymap.sfplanning.org/?search=2014.0484,"2014-002961CUA,2014.0484CND,2014.0484E,2014.0484PPA,2014.0484U",03/24/2016,On-site BMR Project,201406108024,160,19,141,12,,2,9,8,,,,,,,19,,,,,,,,,,,19,,,,,,,,,,,37.77223589,-122.4218785,"(37.772235894, -122.421878544999)"
2015-020,(3) Design with Entitlements Approved,San Francisco Overlook,599,Crestmont,St,94131,2636,"025, 028",7,Inner Sunset,Inner Sunset,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,,,05/12/2017,07/06/2019,"San Francisco Overlook, LLC",,,2004.0093,http://propertymap.sfplanning.org/?search=2004.0093,"2004.0093C,2004.0093CUA-02,2004.0093E,2004.0093E_3,2004.0093E_5,2004.0093V",05/14/2015,Fee Payment,,29,,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75841215,-122.4609232,"(37.758412151, -122.460923159999)"
2020-002,(5) First Construction Document Issued,3254 23rd St,3254-3264,23rd,St,94110,3637,019C,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,03/20/2020,06/15/2020,,,06/15/2020,02/19/2021,Mission Economic Development Agency,,"MEDA Small Properties, LLC",2020-005716PRL,http://propertymap.sfplanning.org/?search=2020-005716PRL,,,,,6,6,,100,,2,4,,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,37.75402,-122.41777,"(37.75402, -122.41777)"
1984-004,(5) First Construction Document Issued,Maria Alicia Apartments,3090,16th,St,94103,3554,16,9,Mission,Mission,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,10/22/2021,,,,,Mission Housing Development Corporation,,,,,,,,,20,19,1,95,,,,,,,,,1,,19,,,,,,,,,,19,,,,,,,,,,,,37.76496,-122.42161,"(37.76496, -122.42161)"
2016-058,(5) First Construction Document Issued,"HPSY I, Block 52 (Inclusionary) (aka 11 Jerrold Ave)",52,Kirkwood,Ave,94124,4591C,674,10,Bayview Hunters Point,Bayview,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,,07/01/2020,07/21/2020,08/25/2020,08/25/2020,12/23/2021,,,,Not Applicable,,,06/07/2014,,201910033486,77,9,68,12,,3,3,3,,,,,,,9,,,,,,,,,,,,,9,,,,,,,,,37.7273461,-122.3700964,"(37.7273461, -122.370096443999)"
2013-043,(6) Complete,Alemany,951,Ellsworth,St,94110,5843,7,9,Bernal Heights,Bernal Heights,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/12/2016,11/07/2016,07/26/2016,11/01/2016,11/01/2016,07/10/2019,Bernal Heights Neighborhood Center,BRIDGE Housing Corporation,"Alemany Housing Associates, LP",2015-018080PRJ,http://propertymap.sfplanning.org/?search=2015-018080PRJ,"2015-018080CUA,2015-018080VAR,2016-001269ENV,2016-001269PRJ",,,"201602189871, 201602189878, 201602189879, 201602189880, 201602189881, 201602189882, 201602189890, 201602189891, 201602189892, 201602189893, 201602189894, 201602189895, 201602189896, 201602189897, 201603162236, 201603162239",150,148,2,99,,,7,98,41,2,,10,2,"2bd, 3bd",148,,,,,,,,,,148,,,,,,,,,,,,37.73285873,-122.4170542,"(37.732858726, -122.417054194999)"
2017-026,(5) First Construction Document Issued,342-360 5th,342-360,5th,St,94107,3753,147,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/21/2018,05/04/2020,05/04/2020,06/28/2022,"Reuben, Junius & Rose, LLP",,,2015-005863PRJ,http://propertymap.sfplanning.org/?search=2015-005863PRJ,"2015-005863CUA,2015-005863ENV,2015-005863ENX,2015-005863PPA,2015-005863TDM",10/05/2017,On-site BMR Project,201805310611,127,18,109,14,,4,6,5,3,,,,,,18,,,,,,,,,,,,,,18,,,,,,,,37.77942546,-122.4029122,"(37.779425458, -122.402912220999)"
1990-001,(2) Predevelopment Feasibility,San Cristina,1000,Market,St,94102,350,1,6,Tenderloin,Downtown/Civic Center,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,01/15/2021,,,01/15/2021,06/01/2022,Community Housing Partnership,,Community Housing Partnership,Not Applicable,,,,,,58,58,,100,58,,,,,,,,,,58,,,58,,,,,,,58,,,,,,,,,,,,37.7820437,-122.4109887,"(37.782043701, -122.410988655999)"
2014-018,(6) Complete,580 Hayes,580,Hayes,St,94102,807,063-092 (30 parcels),5,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,03/31/2015,07/29/2015,07/29/2015,06/12/2018,"Laguna Hayes, LLC",,,2012.0903,http://propertymap.sfplanning.org/?search=2012.0903,"2012.0903C,2012.0903E,2012.0903E_3,2012.0903K,2012.0903U,2012.0903V",06/26/2014,Fee Payment,201312093685,29,,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77675668,-122.4260293,"(37.776756678, -122.426029253999)"
2017-010,(5) First Construction Document Issued,1298 Howard,1298,Howard,St,94103,3728,"019, 086",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,07/03/2018,08/20/2019,08/20/2019,10/13/2021,"Reuben, Junius & Rose, LLP",,,2014.0011,http://propertymap.sfplanning.org/?search=2014.0011,"2014.0011C,2014.0011E,2014.0011GEN-02,2014.0011PPA,2014.0011TDM,2014.0011U,2014.0011X",03/02/2017,On-site BMR Project,201406067752,129,17,112,13,,4,5,8,,,,,,,17,,,,,,,,,,,17,,,,,,,,,,,37.77553514,-122.4130906,"(37.775535143, -122.413090590999)"
2008-029,(6) Complete,570 Jessie,570,Jessie,St,94103,3703,"201, 202",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,02/20/2015,07/21/2015,07/21/2015,08/21/2017,,,,2005.1018,http://propertymap.sfplanning.org/?search=2005.1018,"2005.1018E,2005.1018K,2005.1018V,2005.1018X",10/23/2008,On-site BMR Project,200602023710,47,6,41,13,,4,2,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,37.78077928,-122.4103103,"(37.780779275, -122.410310273999)"
2016-111,(4) Site Work Permit Issued,249 Pennsylvania Ave,249,Pennsylvania,Ave,94107,3999,15,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,10/10/2018,,04/10/2019,06/03/2021,,,,2014.1279,http://propertymap.sfplanning.org/?search=2014.1279,"2014.1279ENV,2014.1279ENX,2014.1279U,2014.1279U_OLD",11/03/2016,On-site BMR Project,201611223357,59,10,49,17,,,,,,,,,,,10,,,,,,,,,,,10,,,,,,,,,,,37.76361248,-122.3933892,"(37.763612476, -122.393389183999)"
2013-061,(6) Complete,534 Natoma,534-536,Natoma,St,94103,3590,33,6,South of Market,South of Market,MOHCD,Small Sites Program,,Rehabilitation,Rental,01/31/2013,07/01/2017,05/06/2016,09/11/2018,09/11/2018,06/05/2020,San Francisco Community Land Trust,,San Francisco Community Land Trust,2015-001595PRJ,http://propertymap.sfplanning.org/?search=2015-001595PRJ,2015-001595VAR,,,,5,5,,100,,,4,1,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,37.7796377,-122.4086441,"(37.779637703, -122.408644060999)"
2013-028,(6) Complete,666 Ellis,666,Ellis,St,94109,321,39,6,Tenderloin,Downtown/Civic Center,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,11/20/2015,11/01/2015,12/01/2015,,11/01/2015,02/22/2018,Community Housing Partnership,,"666 Ellis, LP",2015-004144PRJ,http://propertymap.sfplanning.org/?search=2015-004144PRJ,,,,201503312390,99,99,,100,,77,22,,,,,5,,,,99,,,,,,,,,99,,,,,,,,,,,,37.78458804,-122.4172393,"(37.784588041, -122.417239314999)"
2017-043,(4) Site Work Permit Issued,198 Valencia,198,Valencia,St,94103,3502,108,8,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,11/29/2018,,05/30/2019,07/23/2021,,,,2013.1458,http://propertymap.sfplanning.org/?search=2013.1458,"2013.1458DRP,2013.1458DRP-02,2013.1458E,2013.1458MCM,2013.1458SHD,2013.1458U,2013.1458VAR",05/03/2017,On-site BMR Project,201408053094,28,3,25,11,,,2,1,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,37.77009628,-122.4226863,"(37.770096284, -122.422686285999)"
2019-016,(3) Design with Entitlements Approved,755 Brannan St,755,Brannan,St,94103,3784,181,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,08/20/2021,10/14/2023,"SF Green Homes, LLC",,,2017-002951PRJ,http://propertymap.sfplanning.org/?search=2017-002951PRJ,Density Bonus,08/22/2019,"On-site BMR Project, Fee Payment",,57,8,49,14,,3,1,4,,,,,,,8,,,,,,,,,,5,,,1,,,,2,,,,,37.773879,-122.402012,"(37.773879, -122.402012)"
2012-019a,(6) Complete,1101 Connecticut (Potrero Block X),1101,Connecticut,St,94107,4287,76,10,Bayview Hunters Point,Potrero Hill,MOHCD,HOPE SF,,New Construction,Rental,,01/17/2017,10/11/2016,12/13/2016,12/13/2016,10/28/2019,BRIDGE Housing Corporation,,"Potrero Housing Associates I, LP",2016-003623PRJ,http://propertymap.sfplanning.org/?search=2016-003623PRJ,2016-003623PRL,,,,72,71,1,99,,2,10,50,9,,,8,1,2bd,71,,,,,,53,,,,40,,31,,,,,,,,,,37.75201706,-122.3959658,"(37.752017064, -122.395965759999)"
2016-074,(6) Complete,Mission Bay South 6 West,691,China Basin,St,94158,8711,20,6,Mission Bay,South of Market,OCII,Multifamily Rental Program,Mission Bay,New Construction,Rental,,05/01/2019,10/29/2018,03/07/2019,03/07/2019,10/20/2021,Mercy Housing California,,Mercy Housing California 78 L.P.,Not Applicable,,,,,201804196818,152,151,1,99,,10,34,76,29,1,1,,1,2bd,151,,,,,,35,,,35,33,,46,37,,,,,,,,,37.77135938,-122.3924784,"(37.771359376, -122.392478436999)"
2018-043,(6) Complete,65-69 Woodward,65,Woodward,St,94103,3532,59,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,02/22/2018,09/01/2018,,,09/01/2018,06/30/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,6,6,,100,,,,6,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,37.76890253,-122.4206506,"(37.768902528, -122.420650607999)"
2015-057,(6) Complete,La Maison SoMa,241,10th,St,94103,3518,119-147 (29 parcels),6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,03/10/2016,06/23/2016,06/23/2016,08/17/2017,241 10th Street LLC,,,2014.0666,http://propertymap.sfplanning.org/?search=2014.0666,"2014-000142PRV,2014.0666E,2014.0666U,2014.0666VAR",09/02/2014,On-site BMR Project,201506159021,28,3,25,11,,,2,1,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,37.7736888,-122.413486,"(37.773688796, -122.413485990999)"
2019-005,(3) Design with Entitlements Approved,828 Brannan St,828,Brannan,St,94103,3780,004E,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,04/23/2021,06/17/2023,"828 Brannan Partners, LLC (c/o The S. Hekemian Group)",,,2015-015789PRJ,http://propertymap.sfplanning.org/?search=2015-015789PRJ,,04/25/2019,On-site BMR Project,,50,9,41,18,,2,3,4,,,,,,,9,,,,,,,,,,,9,,,,,,,,,,,37.77261,-122.404053,"(37.77261, -122.404053)"
2013-010,(6) Complete,1450 Franklin,1450,Franklin,St,94109,671,"051, 052",2,Western Addition,Western Addition,OCII,Limited Equity Program,,New Construction,Ownership,,,12/04/2008,09/13/2013,09/13/2013,04/04/2017,Pacific Heights Franklin Partners,,,2013.1861,http://propertymap.sfplanning.org/?search=2013.1861,2013.1861Q,,,200809252660,67,9,58,13,,1,3,5,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,37.78805629,-122.4232531,"(37.788056292, -122.423253072999)"
2015-021,(6) Complete,600 South Van Ness,600,South Van Ness,Ave,94110,3575,139-168 (31 parcels),9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,11/02/2015,03/28/2016,03/28/2016,07/20/2017,600 SVN LLC,,,2013.0614,http://propertymap.sfplanning.org/?search=2013.0614,"2013.0614CND,2013.0614E,2013.0614U,2013.0614X",05/21/2015,On-site BMR Project,201401136108,27,4,23,15,,,2,2,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,37.76331815,-122.4176169,"(37.763318146, -122.417616928999)"
2016-088,(2) Predevelopment Feasibility,Transbay Block 2 West,299,Fremont,St,94105,,,6,Financial District/South Beach,Financial District,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,,09/01/2023,,,09/01/2023,08/01/2025,Chinatown Community Development Center,Mercy Housing California,Transbay 2 Senior L.P.,Not Applicable,,,,,,153,152,1,99,,35,117,,,,,,1,1bd,,152,,30,,30,,30,24,,50,,34,14,,,,,,,,,37.78912663,-122.3927523,"(37.789126625, -122.392752326999)"
2011-006,(6) Complete,Tenderloin Family Housing,201,Turk,St,94102,344,10,6,Tenderloin,Downtown/Civic Center,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,,11/14/2012,09/05/2013,09/05/2013,11/17/2014,Chinatown Community Development Center,,"Tenderloin Family Housing, LP",Not Applicable,,,,,,175,174,1,99,,12,80,45,37,,,,1,1bd,174,,,,,,,,,,71,,103,,,,,,,,,,37.78264902,-122.4129424,"(37.782649021, -122.412942362999)"
2020-038,(3) Design with Entitlements Approved,5500 Mission,5500,Mission,St,94112,7066,36,11,Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,06/24/2022,08/17/2024,Schaub Ly Architects,,Merced Care,2018-012065PRJ,,,06/25/2020,Exempt,,17,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.71275,-122.44524,"(37.71275, -122.44524)"
2014-023,(6) Complete,Knox,1300,22nd,St,94107,4102,072-163 (92 parcels),10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,01/27/2015,06/19/2015,06/19/2015,02/14/2018,Jessie Stuart,Tabernacle Community Development Corporation,,2012.1218,http://propertymap.sfplanning.org/?search=2012.1218,"2012.1218E,2012.1218E_3,2012.1218K,2012.1218U,2012.1218X,2014-002298GPR,2015-004253CND",08/14/2014,On-site BMR Project,201312093691,91,11,80,12,,,5,6,,,,,,,11,,,,,,,,,,,,,,11,,,,,,,,37.75796341,-122.3945718,"(37.757963409, -122.394571812999)"
2020-020,(1) Preliminary Phase,Balboa Reservoir Building B,,Address not yet assigned,,94112,,,7,West of Twin Peaks,West of Twin Peaks,MOHCD,Multifamily Rental Program,,New Construction,Rental,,,,,,,BRIDGE Housing Corporation,Mission Housing Development Corporation,,Not Yet Available,,,,,,69,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,"(0.0, 0.0)"
2018-049,(1) Preliminary Phase,88 Bluxome St (Land Dedication Site),88,Bluxome,St,94107,3786,37,6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,New Construction,Rental,,05/01/2024,,,05/01/2024,05/01/2026,Jonathan Rose Companies,Young Community Developers,,Not Yet Available,,,,,,100,99,1,99,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,99,37.77608,-122.39793,"(37.77608, -122.39793)"
2020-009,(3) Design with Entitlements Approved,3700 California St,3700,California,St,94118,1015,1,2,Presidio Heights,Presidio Heights,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,02/25/2022,04/20/2024,TMG Partners,,TMG Partners,2017-003559PRJ,http://propertymap.sfplanning.org/?search=2017-003559PRJ,,02/27/2020,Fee Payment,,273,,273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78638,-122.45625,"(37.78638, -122.45625)"
2019-006,(3) Design with Entitlements Approved,915 North Point St,915,North Point,St,94109,453,2,2,Russian Hill,Russian Hill,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,04/30/2021,06/24/2023,"Jamestown Premier GHRSQ, LP",,,2017-000280PRJ,http://propertymap.sfplanning.org/?search=2017-000280PRJ,,05/02/2019,Fee Payment,,37,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.805372,-122.422336,"(37.805372, -122.422336)"
2020-030,(3) Design with Entitlements Approved,955 Post,955,Post,St,94109,302,21,6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,11/18/2022,01/11/2025,955 Post LLC,,,2015-015950PRJ,,,11/19/2020,On-site BMR Project,,69,17,52,25,,,6,9,2,,,,,,17,,,,,,,,,,,10,,3,,,,,,,,,37.78685,-122.41766,"(37.78685, -122.41766)"
2015-008,(2) Predevelopment Feasibility,966 Oak St (Purple House),966,Oak,St,94117,825,10,5,Hayes Valley,Western Addition,MOHCD,Small Sites Program,,Rehabilitation,Rental,06/14/2019,04/01/2021,,,04/01/2021,10/01/2021,San Francisco Community Land Trust,,San Francisco Community Land Trust,2016-006545PRJ,http://propertymap.sfplanning.org/?search=2016-006545PRJ,2016-006545CUA,,,201609147741,10,10,,100,10,,,,,,,,,,10,,,,,,,,,,,,,10,,,,,,,,,37.77369986,-122.4352229,"(37.773699862, -122.435222929999)"
2012-001g,(2) Predevelopment Feasibility,Alice Griffith Phase 6 (Block 9),,Address not yet assigned,,94124,,,10,Bayview Hunters Point,Bayview,OCII,HOPE SF,Candlestick Point,New Construction,Rental,,06/01/2026,,,06/01/2026,06/01/2028,McCormack Baron Salazar,,Entity to be formed,Not Applicable,,,,,,131,130,1,99,,,130,,,,,13,1,2bd,,130,,,,,,,,,,,130,,,,,,,,,,37.7188128,-122.3867505,"(37.718812801, -122.386750480999)"
2017-016,(5) First Construction Document Issued,349 8th,349,8th,St,94103,3755,54,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,06/19/2018,12/27/2018,12/27/2018,08/31/2021,RG Architecture,,,2015-004085PRJ,http://propertymap.sfplanning.org/?search=2015-004085PRJ,"2015-004085ENV,2015-004085ENX,2015-004085PPA,2015-004085TDM",05/18/2017,On-site BMR Project,201707121715,38,6,32,16,,1,3,2,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,37.77468323,-122.4091892,"(37.774683235, -122.409189202999)"
2019-033,(3) Design with Entitlements Approved,953-955 Folsom,953-955,Folsom,St,94107,3753,114,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,06/25/2021,08/19/2023,,,,2016-005596PRJ,http://propertymap.sfplanning.org/?search=2016-005596PRJ,,06/27/2019,Fee Payment,201911278313,23,,23,0,23,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,37.77905,-122.40433,"(37.77905, -122.40433)"
2012-015,(6) Complete,Waterbend,5830,3rd,St,94124,5431B,001-142 (142 parcels),10,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,09/09/2014,12/15/2014,12/15/2014,11/15/2016,Third Street Equity Partners,,,2012.0045,http://propertymap.sfplanning.org/?search=2012.0045,"2012.0045C,2012.0045E,2012.0045E_3,2012.0045K,2012.0045PPA,2012.0045R,2012.0045U,2012.0045U_3",10/25/2012,On-site BMR Project,201310048539,136,20,116,15,,,12,8,,,,,,,20,,,,,,,,,,,20,,,,,,,,,,,37.7255779,-122.3956239,"(37.725577895, -122.395623904999)"
2018-027,(5) First Construction Document Issued,"188 Hooper St (1140 7th St, 1111 8th St)",188,Hooper,St,94103,3808,4,10,Mission Bay,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,08/27/2018,12/17/2018,12/17/2018,08/14/2020,"Reuben, Junius & Rose, LLP",,,2016-001557PRJ,http://propertymap.sfplanning.org/?search=2016-001557PRJ,"2016-001557ENV,2016-001557ENV-02,2016-001557ENX,2016-001557GPR,2016-001557IMP,2016-001557MCM,2016-001557PPA,2016-001557TDM,2016-001557VAR,2018-007182CUA",06/28/2018,Exempt Project (Student Housing),201802161503,280,,280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.76788797,-122.4003754,"(37.767887971, -122.400375352999)"
2014-003,(6) Complete,Transbay Block 8,250,Fremont,St,94105,3737,40,6,Financial District/South Beach,Financial District,OCII,OCII Inclusionary Rental Program,Transbay,New Construction,Rental,,10/28/2016,07/13/2016,05/12/2016,05/12/2016,04/09/2020,Related California,Tenderloin Neighborhood Development Corporation,"T8 Urban Housing Associates, LLC",Not Applicable,,,,,201412234418,350,70,280,20,,20,32,18,,,,,1,1bd,70,,,,,,,,,,70,,,,,,,,,,,,37.78790232,-122.3943599,"(37.78790232, -122.394359885999)"
1992-006,(6) Complete,Market Heights Apartments,1000,Tompkins,Ave,94110,5731,"002, 003",9,Bernal Heights,Bernal Heights,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,,,,,,Bernal Heights Neighborhood Center,,Bernal Heights Neighborhood Center,2018-016579PRL,http://propertymap.sfplanning.org/?search=2018-016579PRL,,,,,46,45,1,98,,,6,15,22,2,,,1,2bd,45,,,,,,,,,,11,,34,,,,,,,,,,37.73632788,-122.4102692,"(37.736327876, -122.410269179999)"
2013-015,(6) Complete,480 Potrero,480,Potrero,Ave,94110,3973,023-098 (77 parcels),10,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,02/12/2014,06/05/2014,06/05/2014,07/07/2016,Sia Consulting Corp,,,2011.043,http://propertymap.sfplanning.org/?search=2011.0430,"13-109,13-111,14-025,2011.0430E,2011.0430E_11,2011.0430E_13,2011.0430E_14,2011.0430E_3,2011.0430E_5,2011.0430E_6,2011.0430E_8,2011.0430E_9,2011.0430K,2011.0430PPA,2011.0430Q,2011.0430U,2011.0430X",08/08/2013,On-site BMR Project,201306250465,77,11,66,14,,1,5,3,2,,,,,,11,,,,,,,,,,,11,,,,,,,,,,,37.76347766,-122.4076714,"(37.76347766, -122.407671364999)"
2021-015,(2) Predevelopment Feasibility,936 Geary,936,Geary,St,94109,693,9,6,Tenderloin,Downtown/Civic Center,MOHCD,Big Sites Program,,Rehabilitation,Rental,12/30/2021,01/08/2022,,,01/08/2022,03/03/2024,Novin,San Francisco Housing Development Corporation,,,,,,,,31,31,,100,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,37.78628,-122.41878,"(37.78628, -122.41878)"
2008-004,(6) Complete,5050 Mission,5050,Mission,St,94112,6969,"001, 011",11,Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,02/05/2016,,08/05/2016,09/24/2018,John Sanger,,,2006.1213,http://propertymap.sfplanning.org/?search=2006.1213,"2006.1213C,2006.1213E,2006.1213E_3,2006.1213E_5,2006.1213K",08/14/2008,On-site BMR Project,201006104250,61,9,52,15,,,4,4,1,,,,,,9,,,,,,,,,,,,,,9,,,,,,,,37.71779659,-122.4406663,"(37.717796591, -122.440666301999)"
2016-127,(2) Predevelopment Feasibility,CPS- Block 6a,99,Harney,Way,94124,5000,33,10,Bayview Hunters Point,Bayview,OCII,Limited Equity Program,HP Shipyard Phase 2,New Construction,Ownership,,07/01/2023,,,07/01/2023,12/23/2023,,,,Not Applicable,,,,,,128,13,115,10,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,13,,,,37.71288703,-122.3831633,"(37.712887032, -122.383163297999)"
